CAS RN,Chemical name,Australian Inventory of Industrial Chemicals (Inventory) listing,Safe Work Australia HCIS,ECHA Annex VI CLP,International Agency for Research on Cancer,United States National Toxicology Program Report on Carcinogens,European Commission Endocrine Disruptor Strategy,United Nations Environment Programme EDC,Government of Canada Toxic Substances List,ECHA Annex XIV,EU Substances of Very High Concern,Chemical Substance Control Law Japan,European Commission Endocrine Disruptor List,Date entry was added to the list
120307-06-4,tetrabutylammonium butyltriphenylborate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
120606-08-8,benzyl-N-(2-(2-methoxyphenoxy)ethyl)amine hydrochloride,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
120923-37-7,"amidosulfuron (ISO); 3-(4,6-dimethoxypyrimidin-2-yl)- 1-((N-methyl-N-methylsulfonylamino)sulfonyl)urea",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
120928-09-8,"fenazaquin (ISO);  4-[2-[4-(1,1-dimethylethyl)phenyl]-ethoxy]quinazoline",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
120991-47-1,"2,2',3,4,5,5'-Hexabromobiphenyl",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
120991-48-2,"2,3,3',4,5,5'-Hexabromobiphenyl",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
121158-58-5,"phenol, dodecyl-, branched",-,Reproductive toxicity 1B H360F; Aquatic (chronic) 1 H410,Repr. 1B H360F; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
121246-28-4,"N2,N4,N6-tris{4-[(1,4-dimethylpentyl)amino]phenyl}-1,3,5-triazine-2,4,6-triamine",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
121451-05-6,"3,5-dichloro-2-fluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
121552-61-2,cyprodinil (ISO); 4-cyclopropyl-6-methyl-N-phenylpyrimidin-2-amine,-,-,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
121575-60-8,"Pitch, coal tar, high-temp., heat-treated;  Pitch;  [The heat treated residue from the distillation of high temperature coal tar. A black solid with an approximate softening point from 80 °C to 180 °C (176 °F to 356 °F). Composed primarily of a complex mixture of three or more membered condensed ring aromatic hydrocarbons.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
121620-46-0,"Distillates (coal tar), benzole fraction, distn. residues;  Wash Oil;  [A complex combination of hydrocarbons obtained from the distillation of crude benzole (high temperature coal tar).  It may be a liquid with the approximate distillation range of 150°C to 300°C (302°F to 572°F) or a semi-solid or solid with a melting point up to 70°C (158°F).  It is composed primarily of naphthalene and alkyl naphthalenes.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
121620-47-1,"Extract residues (coal), naphthalene oil, alk.;  Naphthalene Oil Extract Residue;  [A complex combination of hydrocarbons obtained from the alkali washing of naphthalene oil to remove phenolic compounds (tar acids).  It is composed of naphthalene and alkyl naphthalenes.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
121620-48-2,"Extract residues (coal), naphthalene oil, alk., naphthalene-low;  Naphthalene Oil Extract Residue;  [A complex combination of hydrocarbons remaining after the removal of naphthalene from alkali-washed naphthalene oil by a crystallization process.  It is composed primarily of naphthalene and alkyl naphthalenes.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
122070-78-4,"Phenanthrene, distn. residues;  Heavy Anthracene Oil Redistillate;  [Residue from the distillation of crude phenanthrene boiling in the approximate range of 340 °C to 420 °C (644 °F to 788 °F). It consists predominantly of phenanthrene, anthracene and carbazole.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
122070-79-5,"Extract oils (coal), coal tar-residual pyrolysis oils, naphthalene oils;  Redistillates;  [A neutral oil obtained by debasing and dephenolating the oil obtained from the distillation of high temperature tar and pyrolysis residual oils which has a boiliing range of 225°C to 255°C (437°F to 491°F). Composed primarily of substituted dinuclear aromatic hydrocarbons.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
122070-80-8,"Extract oils (coal), coal tar residual pyrolysis oils, naphthalene oil, distn. residues;  Redistillates;  [Residue from the distillation of dephenolated and debased methylnaphthalene oil (from bituminous coal tar and pyrolysis residual oils) with a boiling range of 240°C to 260°C (464°F to 500°F). Composed primarily of substituted dinuclear aromatic and heterocyclic hydrocarbons.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
122384-77-4,"Extract residues (coal), creosote oil acid;  Wash Oil Extract Residue;  [A complex combination of hydrocarbons from the base-freed fraction from the distillation of coal tar, boiling in the range of approximately 250°C to 280°C (482°F to 536°F). It consists predominantly of biphenyl and isomeric diphenylnaphthalenes.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
122384-78-5,"Extract residues (coal), low temp. coal atar alk.;  [The residue from low temperature coal tar oils after an alkaline wash, such as aqueous sodium hydroxide, to remove crude coal tar acids.  Composed primarily of hydrocarbons and aromatic nitrogen bases.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
122384-85-4,"Phenol, tetrapropylene-, sulfurized, calcium salts",Listed - public,Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,01-July-2020
122384-86-5,"Phenol, tetrapropylene-, sulfurized, carbonates, calcium salts",Listed - public,Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,01-July-2020
122384-87-6,"Phenol, tetrapropylene-, sulfurized, carbonates, calcium salts, overbased",Listed - public,Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,01-July-2020
122453-73-0,chlorfenapyr (ISO);  4-bromo-2-(4-chlorophenyl)-1-ethoxymethyl-5-trifluoromethylpyrrole-3-carbonitrile,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
123312-89-0,"pymetrozine (ISO);  (E)-4,5-dihydro-6-methyl-4-(3-pyridylmethyleneamino)-1,2,4-triazin-3(2H)-one",-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
124495-18-7,"quinoxyfen (ISO);  5,7-dichloro-4-(4-fluorophenoxy)quinoline",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
124719-26-2,"4-(3,4-dichlorophenylazo)-2,6-di-sec-butyl-phenol",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
125022-34-6,"Borate(2-), tetrahydroxybis[μ-(peroxy-κO1:κO2)]di-, sodium, hydrate (1:2:6)",-,-,-,-,-,-,-,-,Toxic for reproduction (Article 57c),Toxic for reproduction (Article 57c),-,-,24-September-2024
125051-32-3,"bis(η5-cyclopentadienyl)-bis(2,6-difluoro-3-[pyrrol-1-yl]-phenyl)titanium",-,Reproductive toxicity 2 H361f,Repr. 2 H361f,-,-,-,-,-,-,-,-,-,01-July-2020
125116-23-6,"metconazole (ISO);  (1RS,5RS; 1RS,5SR)-5-(4-chlorobenzyl)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",-,Reproductive toxicity 2 H361d,Repr. 2 H361d,-,-,-,-,-,-,-,-,-,01-July-2020
125225-28-7,"ipconazole (ISO); (1RS,2SR,5RS;1RS,2S­R,5SR)-2-(4-chloro­benzyl)-5-isopropyl-1- (1H-1,2,4-triazol-1-yl­methyl)cyclopentanol",-,-,Repr. 1B H360D; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
125474-34-2,"(E,E)-3,7,11-trimethyldodeca-1,4,6,10-tetraen-3-ol",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
125630-94-6,"ethyl N-(5-chloro-3-(4-(diethylamino)-2-methylphenylimino)-4-methyl-6-oxo-1,4-cyclohexadienyl)carbamate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
125778-19-0,"methyl (E)-2((3-(1,3-benzodioxol-5-yl)-2-methyl-1-propenyl)amino)benzoate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
126535-15-7,"triflusulfuron-methyl; methyl 2-({[4-(dimethylamino)-6-(2,2,2- trifluoroethoxy)-1,3,5-triazin-2- yl]carbamoyl}sulfamoyl)-3- methylbenzoate",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
126801-58-9,"ethoxysulfuron (ISO);  1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-ethoxyphenoxysulfonyl)urea",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
126990-35-0,dicyclopentyldimethoxysilane,Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
127087-87-0,"4-Nonylphenol, branched, ethoxylated",Listed - public,-,-,-,-,-,Identified EDC,-,Endocrine disrupting properties (Article 57(f) - environment),Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
128275-31-0,6-(phthalimido)peroxyhexanoic acid,Listed - public,Aquatic (acute) 1 H400,Aquatic Acute 1 H400,-,-,-,-,-,-,-,-,-,01-July-2020
128639-02-1,"carfentrazone-ethyl (ISO);  ethyl (RS)-2-chloro-3-[2-chloro-4-fluoro-5-[4-difluoromethyl-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]phenyl]propionate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
129630-17-7,pyraflufen-ethyl (ISO);  2-chloro-5-(4-chloro-5-difluoromethoxy-1-methylpyrazol-3-yl)-4-fluorophenoxyacetic acid ethyl ester;  [1] pyraflufen (ISO);  2-chloro-5-(4-chloro-5-difluoromethoxy-1-methylpyrazol-3-yl)-4-fluorophenoxyacetic acid [2],-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
129630-19-9,pyraflufen-ethyl (ISO);  2-chloro-5-(4-chloro-5-difluoromethoxy-1-methylpyrazol-3-yl)-4-fluorophenoxyacetic acid ethyl ester;  [1] pyraflufen (ISO);  2-chloro-5-(4-chloro-5-difluoromethoxy-1-methylpyrazol-3-yl)-4-fluorophenoxyacetic acid [2],-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130016-98-7,"N-[4-(4-cyano-2-furfurylidene-2,5-dihydro-5-oxo-3-furyl)phenyl]butane-1-sulfonamide",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130066-57-8,"bis[4-(ethenyloxy)butyl] 1,3-benzenedicarboxylate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130296-87-6,"reaction mass of: hydroxyaluminium bis[2-hydroxy-3,5-di-tert-butylbenzoate];  3,5-di-tert-butyl-salicylic acid",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130328-20-0,"silver zinc zeolite (Zeolite, LTA framework type, surface-modified with silver and zinc ions)[This entry covers LTA (Linde Type A) framework type zeolite which has been surface-modified with both silver and zinc ions at contents Ag+ 0,5 %-6 %, Zn2 + 5 %-16 %, and potentially with phosphorus, NH4+, Mg2+ and/or Ca2+ each at level < 3 %]",-,Reproductive toxicity 2 H361d; Aquatic (chronic) 1 H410,Repr. 2 H361D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130728-76-6,"N,N,N',N'-tetraglycidyl-4,4'-diamino-3,3'-diethyldiphenylmethane",-,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
130755-46-3,"4,4'-dithiobis(5-amino-1-(2,6-dichloro-4-(trifluoromethyl)phenyl)-1H-pyrazole-3-carbonitrile)",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
130841-23-5,"1,4-dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
131341-86-1,"fludioxonil (ISO); 4-(2,2-difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
131538-00-6,"2,3-bis((2-mercaptoethyl)thio)-1-propanethiol",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
131807-57-3,"famoxadone (ISO);  3-anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
131860-33-8,azoxystrobin (ISO);  methyl (E)-2-{}{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}}-3-methoxyacrylate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
131929-60-7,spinosyn A,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
131929-63-0,spinosyn D,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
132207-32-0,"asbestos, any mixture of asbestos, or where the composition is unknown",-,Carcinogenicity 1A H350,Carc. 1A H350,-,-,-,-,-,-,-,-,-,01-July-2020
132584-17-9,ethyl 2-(4-phenoxyphenyl)lactate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
133467-41-1,"4-[4-(2-ethylhexyloxy)phenyl](1,4-thiazinane-1,1-dioxide)",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
133636-82-5,"(+)-(1S,2S,3S,5R)-2,6,6-trimethylbicyclo[3.1.1]heptane-3-spiro-1'-(cyclohex-2'-en-4'-one)",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
133855-98-8,"epoxiconazole (ISO); (2RS,3SR)-3-(2-chlorophenyl)-2-(4- fluorophenyl)-[( 1H-1,2,4-triazol-1- yl)methyl]oxirane",-,Carcinogenicity 2 H351; Reproductive toxicity 1B H360Df,Carc. 2 H351; Repr. 1B H360Df,-,-,-,-,-,-,-,-,-,01-July-2020
134098-61-6,"fenpyroximate (ISO); tert-butyl 4-[({(E)-[(1,3-dimethyl-5-phenoxy-1H-pyrazol-4-yl)methylene]amino}oxy)methyl]benzoate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
134237-50-6,"rel-(1R,2R,5S,6R,9R,10S)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,PBT (Article 57 d),PBT (Article 57d),Class I,-,01-July-2020
134237-51-7,"rel-(1R,2S,5R,6R,9R,10S)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,PBT (Article 57 d),PBT (Article 57d),Class I,-,01-July-2020
134237-52-8,"rel-(1R,2R,5R,6S,9S,10R)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,PBT (Article 57 d),PBT (Article 57d),Class I,-,01-July-2020
134620-00-1,tetraammine palladium (II) hydrogen carbonate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
134737-05-6,"Polysiloxanes, di-Me, 3-[3-[(3-coco amidopropyl)dimethylammonio]-2-hydroxypropoxy]propyl group-terminated, acetates (salts)",Listed - public,Aquatic (chronic) 1 H410,-,-,-,-,-,-,-,-,-,-,01-July-2020
135043-64-0,4-amino-2-(aminomethyl)phenol dihydrochloride,Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
135158-54-2,"acibenzolar-S-methyl;  benzo[1,2,3]thiadiazole-7-carbothioic acid S-methyl ester",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
135410-20-7,acetamiprid (ISO); (E)-N1-[(6-chloro-3-pyridyl)methyl]-N2-cyano-N1-methylacetamidine,-,-,Repr. 2 H361d; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
135821-03-3,"(1S,2S,5R,6R,9S,10S,13R,14R)-1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.1⁶,⁹.0²,¹³.0⁵,¹⁰]octadeca-7,15-diene",-,-,-,-,-,-,-,-,-,vPvB (Article 57e),-,-,24-September-2024
135821-74-8,"(1S,2S,5S,6S,9R,10R,13R,14R)-1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.1⁶,⁹.0²,¹³.0⁵,¹⁰]octadeca-7,15-diene",-,-,-,-,-,-,-,-,-,vPvB (Article 57e),-,-,24-September-2024
136122-15-1,"2,5-dimercaptomethyl-1,4-dithiane",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
136213-73-5,2-((4-(ethyl-(2-hydroxyethyl)amino)-2-methylphenyl)azo)-6-methoxy-3-methyl-benzothiazolium methylsulfate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
136213-74-6,2-(4-(N-ethyl-N-(2-hydroxy)ethyl)amino-2-methylphenyl)azo-6-methoxy-3-methyl-benzothiazolium chloride,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
136426-54-5,"fluquinconazole (ISO);  3-(2,4-dichlorophenyl)-6-fluoro-2-(1H-1,2,4-triazol-1-yl)quinazolin-4-(3H)-one",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
136920-10-0,behenamidopropyl-dimethyl-(dihydroxypropyl) ammonium chloride,Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
137234-87-8,6-ethyl-5-fluoro-4(3H)-pyrimidone,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
138164-12-2,"butroxydim (ISO);  5-(3-butyryl-2,4,6-trimethylphenyl)-2-[1-(ethoxyimino)propyl]-3-hydroxycyclohex-2-en-1-one",-,Reproductive toxicity 2 H361fd; Aquatic (chronic) 1 H410,Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
138182-18-0,"triticonazole (ISO); (RS)-(E)-5-(4-chlorobenzylidene)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-methyl)cyclopentanol",-,Reproductive toxicity 2 H361f; Aquatic (chronic) 1 H410,Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
138257-17-7,"(1R,2R,5R,6S,9S,10S)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
138257-18-8,"(1R,2R,5R,6S,9R,10S)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
138257-19-9,"(1R,2S,5S,6R,9S,10S)-1,2,5,6,9,10-Hexabromocyclododecane",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
138261-41-3,imidacloprid (ISO); 1-(6-chloropyridin-3-ylmethyl)-N-nitroimidazolidin-2-ylidenamine,-,-,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
138265-88-0,Boron zinc hydroxide oxide,Listed - public,Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
138401-24-8,"4'-((2-butyl-4-oxo-1,3-diazaspiro[4.4]non-1-ene-3-yl)methyl)(1,1'-biphenyl)-2-carbonitrile",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
138526-69-9,"1-bromo-3,4,5-trifluorobenzene",-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
138564-59-7,5-methyl-2-[(2-nitrophenyl)amino]-3-thiophenecarbonitrile,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
139001-49-3,profoxydim (ISO);  2-{(EZ)-1-[(2RS)-2-(4-chlorophenoxy)propoxyimino]butyl}-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,-,Carcinogenicity  2 H351; Reproductive toxicity 2 H361d,Carc. 2 H351; Repr. 2 H361d,-,-,-,-,-,-,-,-,-,01-July-2020
139528-85-1,"metosulam (ISO); N-(2,6-dichloro-3-methylphenyl)-5,7-dimethoxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
139734-65-9,"Amines, N-C10-16-alkyltrimethylenedi-, reaction products with chloroacetic acid",Listed - public,Aquatic (chronic) 1 H410,-,-,-,-,-,-,-,-,-,-,01-July-2020
139968-49-3,"metaflumizone (ISO);
(EZ)-2'-[2-(4-cyanophenyl)-1-(α,α,α -trifluoro-m-tolyl)ethylidene]-[4-(trifluoromethoxy)phenyl]carbanilohydrazide [E-isomer > 90%, Z-isomer <10% relative content]",-,Reproductive toxicity 2 H361fd; Reproductive toxicity (lactation) H362,Repr. 2 H361fd; Lact. H362,-,-,-,-,-,-,-,-,-,24-September-2024
140623-89-8,"2,6-dichloro-1-fluoropyridiniumtetrafluoroborate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
140698-96-0,"reaction mass of: 4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinol-4-yl-tris(6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate);  4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinolbis(6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate) (2:1)",-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
140923-17-7,iprovalicarb (ISO); isopropyl [(2S)-3-methyl-1-{[1-(4- methylphenyl)ethyl]amino}-1-oxobutan-2-yl]carbamate,-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,24-September-2024
141112-29-0,"isoxaflutole (ISO); 5-cyclopropyl-1,2-oxazol-4-yl a, a,a-trifluoro-2-mesyl-p-tolyl ketone; 5-cyclopropyl-1,2-oxazol-4-yl a,a,a-trifluoro-2-mesyl-p-tolyl ketone",-,Reproductive toxicity 2 H361d; Aquatic (chronic) 1 H410,Repr. 2 H361D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
141517-21-7,"trifloxystrobin (ISO);  (E,E)-a-methoxyimino-{}{2-[[[[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]benzeneacetic acid methyl ester",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
141631-22-3,"3,6,9-trithiaundecamethylene-1,11-dimethacrylate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
141645-23-0,(2-butyl-5-nitrobenzofuran-3-yl)[4-(3-dibutylaminopropoxy)phenyl]methanone,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
141714-54-7,"diethyl{}{4-[1,5,5-tris(4-diethylaminophenyl)penta-2,4-dienylidene]cyclohexa-2,5-dienylidene}}ammonium butyltriphenylborate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
141772-37-4,2-chloro-4-fluoro-5-nitrophenyl (isobutyl)carbonate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
